local	gen	bloco	np	bact	antfo	antva	manfo	manva	rend	mmg	def	dem
UR2ES	SCS 204 - Predileto	1	64	1	1	1	5	6	2160,51	NA	41	94
UR2ES	SCS 204 - Predileto	2	68	1	1	1	1	5	2764,36	NA	41	89
UR2ES	SCS 204 - Predileto	3	64	1	1	1	5	5	2037,39	NA	41	94
UR2ES	SCS 204 - Predileto	4	55	1	1	1	6	4	2380,63	NA	41	94
XA2ES	SCS 204 - Predileto	1	92	3	1	2	4	1	2540,20114942529	NA	NA	NA
XA2ES	SCS 204 - Predileto	2	70	3	5	3	3	1	2160,45019157088	NA	NA	NA
XA2ES	SCS 204 - Predileto	3	87	2	4	2	2	3	2453,12899106003	NA	NA	NA
XA2ES	SCS 204 - Predileto	4	81	2	2	5	3	1	2030,31928480204	NA	NA	NA
CH1ES	SCS 205 - Riqueza	1	77	1	1	1	1	1	4254,08684546616	291,328735632184	37	95
CH1ES	SCS 205 - Riqueza	2	95	1	1	1	1	1	3304,90102171137	272,510344827586	36	95
CH1ES	SCS 205 - Riqueza	3	96	1	1	1	1	1	3892,77777777778	282,055172413793	37	95
CH1ES	SCS 205 - Riqueza	4	92	1	1	1	1	1	3278,27266922094	284,35632183908	37	95
PS1ES	SCS 205 - Riqueza	1	97	5	4	5	4	5	4115,84	268,31	NA	NA
PS1ES	SCS 205 - Riqueza	2	93	4	2	5	2	4	4558,64	275,68	NA	NA
PS1ES	SCS 205 - Riqueza	3	85	3	2	4	4	4	4283,52	266,90	NA	NA
PS1ES	SCS 205 - Riqueza	4	89	2	2	6	6	7	4192,61	279,92	NA	NA
CA1ES	SCS 205 - Riqueza	1	76	5	1	3	5	4	2952,47126436782	287	41	98
CA1ES	SCS 205 - Riqueza	2	74	1	5	4	5	1	4027,32439335888	284,666666666667	41	94
CA1ES	SCS 205 - Riqueza	3	82	4	1	3	1	3	4002,78416347382	325,894252873563	41	98
CA1ES	SCS 205 - Riqueza	4	76	4	1	1	4	3	3474,9680715198	281,666666666667	42	98
CN1ES	SCS 205 - Riqueza	1	85	NA	NA	NA	NA	NA	4563,88888888889	281,448275862069	36	84
CN1ES	SCS 205 - Riqueza	2	100	NA	NA	NA	NA	NA	3526,46232439336	280,386206896552	35	84
CN1ES	SCS 205 - Riqueza	3	91	NA	NA	NA	NA	NA	3272,98850574713	258,758620689655	35	84
CN1ES	SCS 205 - Riqueza	4	86	NA	NA	NA	NA	NA	3136,03448275862	270,331034482759	35	84
CH2ES	SCS 205 - Riqueza	1	112	4	1	1	4	2	3570,93869731801	274,485057471264	29	82
CH2ES	SCS 205 - Riqueza	2	98	6	1	1	4	3	3001,36334610473	269,363218390805	29	82
CH2ES	SCS 205 - Riqueza	3	105	4	1	1	4	2	3003,48659003831	267,386206896552	29	82
CH2ES	SCS 205 - Riqueza	4	104	4	1	1	3	3	2883,52490421456	265,12183908046	30	82
IT2ES	SCS 205 - Riqueza	1	79	NA	1	NA	6	4	2568,1	223,4	36	85
IT2ES	SCS 205 - Riqueza	2	76	NA	1	NA	5	2	2336,5	215,2	37	89
IT2ES	SCS 205 - Riqueza	3	81	NA	1	NA	7	3	3457,5	252,7	38	91
IT2ES	SCS 205 - Riqueza	4	77	NA	1	NA	6	5	2419,0	266,8	38	93
UR2ES	SCS 205 - Riqueza	1	85	1	1	1	7	5	2660,13	NA	41	94
UR2ES	SCS 205 - Riqueza	2	77	1	1	1	6	6	2753,49	NA	41	89
UR2ES	SCS 205 - Riqueza	3	59	1	1	1	6	7	2323,68	NA	41	94
UR2ES	SCS 205 - Riqueza	4	67	1	1	1	5	4	2021,20	NA	41	94
XA2ES	SCS 205 - Riqueza	1	83	3	1	3	4	3	2808,74521072797	NA	NA	NA
XA2ES	SCS 205 - Riqueza	2	77	2	1	1	2	1	2478,97509578544	NA	NA	NA
XA2ES	SCS 205 - Riqueza	3	87	2	1	1	3	3	2963,39719029374	NA	NA	NA
XA2ES	SCS 205 - Riqueza	4	91	2	1	1	3	3	2264,36781609195	NA	NA	NA

